Reference;Ressource;REL;RFC;Context;TOC12;TOC11;TOC10;TOC9;TOC8;TOC7;TOC6;TOC5;TOC4;TOC3;TOC2;TOC1;Reference_StartPosition;Reference_EndPosition
Art. 20a GG;GG;Grundrechtsschranken;Umweltschutz;Hieraus können durchaus gewisse Grenzen für wirtschaftspolitische Extreme abgeleitet werden: Marktradikalen Lösungen, bei denen der Staat seine Steuerungsressourcen gänzlich zugunsten der „unsichtbaren Hand des Marktes“ aufgäbe, stünde etwa das Sozialstaatsprinzip aus Art. 20 I GG, die Menschenwürde, der Gleichheitssatz, der Umweltschutz aus Art. 20a GG, die Möglichkeit zu Grundrechtsschranken und die Sozialbindung des 1 Anders war dies noch in der Weimarer Reichsverfassung, siehe den als „Das Wirtschaftsleben“ überschriebenen 5. Abschnitt (Art. 151ff. WRV).;;;;;;;;;;;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1009472;1009483
Art. 151ff. WRV;WRV;siehe;Abschnitt;Hieraus können durchaus gewisse Grenzen für wirtschaftspolitische Extreme abgeleitet werden: Marktradikalen Lösungen, bei denen der Staat seine Steuerungsressourcen gänzlich zugunsten der „unsichtbaren Hand des Marktes“ aufgäbe, stünde etwa das Sozialstaatsprinzip aus Art. 20 I GG, die Menschenwürde, der Gleichheitssatz, der Umweltschutz aus Art. 20a GG, die Möglichkeit zu Grundrechtsschranken und die Sozialbindung des 1 Anders war dies noch in der Weimarer Reichsverfassung, siehe den als „Das Wirtschaftsleben“ überschriebenen 5. Abschnitt (Art. 151ff. WRV).;;;;;;;;;;;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1009675;1009690
Art. 12 I und 14 I 1, 15 GG;GG;stünden;Eigentums;https://doi.org/10.1515/9783110765533-033 Eigentums entgegen.6 Art. 12 I und 14 I 1, 15 GG stünden aber andererseits einer zentral gelenkten Planwirtschaft und einer vollständigen Vergesellschaftung des Privateigentums entgegen.;;;;;;;;;;;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1010481;1010508
Art. 12 I und 14 I GG;GG;schützen;Abwehrrechte;Diese Spannungslage aus Gemeinwohlbindung und wirtschaftlicher Freiheit macht die Wirtschaftsgrundrechte so spannend, weil ihr Verhältnis in jeder staatlichen Maßnahme neu ausgelotet werden muss. Die Grundrechte erfüllen mehrere für das Wirtschaftsrecht relevante Funktionen.7 Als Abwehrrechte schützen Art. 12 I und 14 I GG vor staatlichen Eingriffen in Beruf, Wettbewerb, Eigentum und Erbrecht.;;;;;;;;;;;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1011104;1011125
Art. 9 III GG;GG;schützt;Erbrecht;Art. 9 III GG schützt vor Beeinträchtigungen der koalitionsmäßigen Betätigungsfreiheit.;;;;;;;;;;;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1011198;1011211
Art. 12 I GG;GG;gewährleistet;Anspruch;Art. 12 I GG (i.V.m. Art. 3 I GG) gewährleistet zudem einen Anspruch auf chancengerechte Teilhabe am Wettbewerb (sogenannte derivative Teilhaberechte).;;;;;;;;;;;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1011556;1011568
Art. 3 I GG;GG;gewährleistet;Anspruch;Art. 12 I GG (i.V.m. Art. 3 I GG) gewährleistet zudem einen Anspruch auf chancengerechte Teilhabe am Wettbewerb (sogenannte derivative Teilhaberechte).;;;;;;;;;;;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1011577;1011588
Art. 14 I GG;GG;erfüllt;Funktion;Art. 14 I GG erfüllt schließlich die Funktion einer Einrichtungsgarantie.;;;;;;;;;;;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1011857;1011869
Art. 14, 15 GG;GG;beherrschen;Sozialisierung;"Nikolas Eisentraut 400 Abschnitt 6 Einzelgrundrechte des Grundgesetzes § 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG Notwendiges Vorwissen: allgemeine Prüfungsstruktur von Abwehrrechten Lernziele: Dogmatik der Eigentums- und Erbrechtsgewährleistung in seiner abwehrrechtlichen Dimension beherrschen; Definition des Eigentums und der Eingriffsqualifikationen (Inhalts- und Schrankenbestimmung, Enteignung und Sozialisierung) sowie der Rechtfertigungsanforderungen erlernen Für dieses Kapitel gibt es frei zugängliche interaktive Übungen.";;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1012192;1012206
Art. 12 I GG;GG;enthält;Grundrechte;Die neben Art. 12 I GG bedeutsamsten Grundrechte mit Bezug zur Wirtschaft enthält Art. 14 I 1 GG, der das Eigentum und das Erbrecht schützt.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1012717;1012729
Art. 14 I 1 GG;GG;enthält;Wirtschaft;Die neben Art. 12 I GG bedeutsamsten Grundrechte mit Bezug zur Wirtschaft enthält Art. 14 I 1 GG, der das Eigentum und das Erbrecht schützt.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1012789;1012803
Art. 14 GG;GG;kommt;Klausurtaktik;3 Klausurtaktik Art. 14 GG kommt zentrale Bedeutung in juristischen Prüfungen zu.1 In Klausuren wird insbesondere die Eigentumsgarantie abgeprüft, während das Erbrecht eine eher untergeordnete Rolle spielt.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1012864;1012874
Art. 14 GG;GG;spielt;Rolle;Art. 14 GG darf deshalb keinesfalls „auf Lücke gelernt“ werden.2 Das BVerfG spricht bezüglich der Eigentumsgarantie von einem „elementaren Grundrecht“ und einer „Wertentscheidung (…) von besonderer Bedeutung“.3 Anknüpfend an die Berufsfreiheit aus Art. 12 I GG, die den Erwerb schützt, dehnt Art. 14 I 1 GG den grundrechtlichen Schutz auch auf das Erworbene (Eigentum) aus und erstreckt diesen Schutz noch über den Tod hinaus (Erbrecht).4 Die Gewährleistungen von Eigentum und Erbrecht schaffen damit eine 1 Detterbeck, Öffentliches Recht, 11. Aufl.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1013055;1013065
Art. 12 I GG;GG;schützt;Berufsfreiheit;Art. 14 GG darf deshalb keinesfalls „auf Lücke gelernt“ werden.2 Das BVerfG spricht bezüglich der Eigentumsgarantie von einem „elementaren Grundrecht“ und einer „Wertentscheidung (…) von besonderer Bedeutung“.3 Anknüpfend an die Berufsfreiheit aus Art. 12 I GG, die den Erwerb schützt, dehnt Art. 14 I 1 GG den grundrechtlichen Schutz auch auf das Erworbene (Eigentum) aus und erstreckt diesen Schutz noch über den Tod hinaus (Erbrecht).4 Die Gewährleistungen von Eigentum und Erbrecht schaffen damit eine 1 Detterbeck, Öffentliches Recht, 11. Aufl.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1013303;1013315
Art. 14 I 1 GG;GG;dehnt;Erwerb;Art. 14 GG darf deshalb keinesfalls „auf Lücke gelernt“ werden.2 Das BVerfG spricht bezüglich der Eigentumsgarantie von einem „elementaren Grundrecht“ und einer „Wertentscheidung (…) von besonderer Bedeutung“.3 Anknüpfend an die Berufsfreiheit aus Art. 12 I GG, die den Erwerb schützt, dehnt Art. 14 I 1 GG den grundrechtlichen Schutz auch auf das Erworbene (Eigentum) aus und erstreckt diesen Schutz noch über den Tod hinaus (Erbrecht).4 Die Gewährleistungen von Eigentum und Erbrecht schaffen damit eine 1 Detterbeck, Öffentliches Recht, 11. Aufl.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1013347;1013361
Art. 14 Rn. 3. 3 BVerfG;BVerfG;schaffen;Az.;Art. 14 GG darf deshalb keinesfalls „auf Lücke gelernt“ werden.2 Das BVerfG spricht bezüglich der Eigentumsgarantie von einem „elementaren Grundrecht“ und einer „Wertentscheidung (…) von besonderer Bedeutung“.3 Anknüpfend an die Berufsfreiheit aus Art. 12 I GG, die den Erwerb schützt, dehnt Art. 14 I 1 GG den grundrechtlichen Schutz auch auf das Erworbene (Eigentum) aus und erstreckt diesen Schutz noch über den Tod hinaus (Erbrecht).4 Die Gewährleistungen von Eigentum und Erbrecht schaffen damit eine 1 Detterbeck, Öffentliches Recht, 11. Aufl.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1013817;1013840
Art. 14 I 1 GG;GG;kommt;Bedeutung;Zentrale Bedeutung kommt Art. 14 I 1 GG in seiner Funktion als Abwehrrecht zu (status negativus).;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1014528;1014542
Art. 14 I 1 GG;GG;schützt;Abwehrrecht;Art. 14 I 1 GG schützt dafür vor staatlichen Eingriffen in Eigentum und Erbrecht.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1014601;1014615
Art. 14 I 1 GG;GG;wird;Erbrecht;Art. 14 I 1 GG wird zudem die Funktion einer Institutsgarantie zugewiesen: Eigentum und Erbrecht dürfen als Gewährleistungen nicht gänzlich abgeschafft werden.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1014683;1014697
Art. 14 I 1 GG;GG;hat;Bedeutung;Darüber hinaus hat Art. 14 I 1 GG auch Bedeutung in seiner Leistungsdimension (status positivus).;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1014862;1014876
Art. 14 I 1 GG;GG;gewährt;Leistungsansprüche;Zwar begründet das Grundrecht nach herrschender Meinung keine originären Leistungsansprüche: Art. 14 I 1 GG gewährt keinen Anspruch auf Gewährung von Eigentum oder einen Anspruch auf ein Erbe.6 Anerkannt ist jedoch, dass die Eigentumsgarantie jedenfalls staatliche Schutzpflichten auslöst und sich daraus auch Handlungsaufträge ableiten lassen: Art. 14 I 1 GG verpflichtet den Gesetzgeber zur Ausgestaltung eines einfachrechtlichen Eigentumsregimes und auch zu einem ausreichenden strafrechtlichen Eigentumsschutz.7 Weiterhin folgt aus Art. 14 I 1 GG eine Schutzpflicht in Hinblick auf die Eigentumsgefahren des Klimawandels, der Auswirkungen insbesondere auf landwirtschaftlich genutzte Flächen und Immobilien zeitigen wird.8 Diskutiert wird zudem, ob Art. 14 I 1 GG auch dazu verpflichtet, die vermögensrechtlichen Rechtspositionen der Bürger:innen zu bewahren und etwa vor Entwertung zu schützen.9 Womöglich lässt sich aus Art. 14 GG i.V.m. dem Sozialstaatsprinzip aus Art. 20 I GG auch eine Schutzpflicht des Gesetzgebers herleiten, auf eine „breite Eigentumsstreuung hinzuwirken und der auseinanderdriftenden Vermögensverteilung entgegenzuwirken“10 .;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1015034;1015048
Art. 14 I 1 GG;GG;lassen;Gesetzgeber;Zwar begründet das Grundrecht nach herrschender Meinung keine originären Leistungsansprüche: Art. 14 I 1 GG gewährt keinen Anspruch auf Gewährung von Eigentum oder einen Anspruch auf ein Erbe.6 Anerkannt ist jedoch, dass die Eigentumsgarantie jedenfalls staatliche Schutzpflichten auslöst und sich daraus auch Handlungsaufträge ableiten lassen: Art. 14 I 1 GG verpflichtet den Gesetzgeber zur Ausgestaltung eines einfachrechtlichen Eigentumsregimes und auch zu einem ausreichenden strafrechtlichen Eigentumsschutz.7 Weiterhin folgt aus Art. 14 I 1 GG eine Schutzpflicht in Hinblick auf die Eigentumsgefahren des Klimawandels, der Auswirkungen insbesondere auf landwirtschaftlich genutzte Flächen und Immobilien zeitigen wird.8 Diskutiert wird zudem, ob Art. 14 I 1 GG auch dazu verpflichtet, die vermögensrechtlichen Rechtspositionen der Bürger:innen zu bewahren und etwa vor Entwertung zu schützen.9 Womöglich lässt sich aus Art. 14 GG i.V.m. dem Sozialstaatsprinzip aus Art. 20 I GG auch eine Schutzpflicht des Gesetzgebers herleiten, auf eine „breite Eigentumsstreuung hinzuwirken und der auseinanderdriftenden Vermögensverteilung entgegenzuwirken“10 .;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1015286;1015300
Art. 14 I 1 GG;GG;folgt;Schutzpflicht;Zwar begründet das Grundrecht nach herrschender Meinung keine originären Leistungsansprüche: Art. 14 I 1 GG gewährt keinen Anspruch auf Gewährung von Eigentum oder einen Anspruch auf ein Erbe.6 Anerkannt ist jedoch, dass die Eigentumsgarantie jedenfalls staatliche Schutzpflichten auslöst und sich daraus auch Handlungsaufträge ableiten lassen: Art. 14 I 1 GG verpflichtet den Gesetzgeber zur Ausgestaltung eines einfachrechtlichen Eigentumsregimes und auch zu einem ausreichenden strafrechtlichen Eigentumsschutz.7 Weiterhin folgt aus Art. 14 I 1 GG eine Schutzpflicht in Hinblick auf die Eigentumsgefahren des Klimawandels, der Auswirkungen insbesondere auf landwirtschaftlich genutzte Flächen und Immobilien zeitigen wird.8 Diskutiert wird zudem, ob Art. 14 I 1 GG auch dazu verpflichtet, die vermögensrechtlichen Rechtspositionen der Bürger:innen zu bewahren und etwa vor Entwertung zu schützen.9 Womöglich lässt sich aus Art. 14 GG i.V.m. dem Sozialstaatsprinzip aus Art. 20 I GG auch eine Schutzpflicht des Gesetzgebers herleiten, auf eine „breite Eigentumsstreuung hinzuwirken und der auseinanderdriftenden Vermögensverteilung entgegenzuwirken“10 .;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1015477;1015491
Art. 14 I 1 GG;GG;wird;Immobilien;Zwar begründet das Grundrecht nach herrschender Meinung keine originären Leistungsansprüche: Art. 14 I 1 GG gewährt keinen Anspruch auf Gewährung von Eigentum oder einen Anspruch auf ein Erbe.6 Anerkannt ist jedoch, dass die Eigentumsgarantie jedenfalls staatliche Schutzpflichten auslöst und sich daraus auch Handlungsaufträge ableiten lassen: Art. 14 I 1 GG verpflichtet den Gesetzgeber zur Ausgestaltung eines einfachrechtlichen Eigentumsregimes und auch zu einem ausreichenden strafrechtlichen Eigentumsschutz.7 Weiterhin folgt aus Art. 14 I 1 GG eine Schutzpflicht in Hinblick auf die Eigentumsgefahren des Klimawandels, der Auswirkungen insbesondere auf landwirtschaftlich genutzte Flächen und Immobilien zeitigen wird.8 Diskutiert wird zudem, ob Art. 14 I 1 GG auch dazu verpflichtet, die vermögensrechtlichen Rechtspositionen der Bürger:innen zu bewahren und etwa vor Entwertung zu schützen.9 Womöglich lässt sich aus Art. 14 GG i.V.m. dem Sozialstaatsprinzip aus Art. 20 I GG auch eine Schutzpflicht des Gesetzgebers herleiten, auf eine „breite Eigentumsstreuung hinzuwirken und der auseinanderdriftenden Vermögensverteilung entgegenzuwirken“10 .;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1015694;1015708
Art. 14 GG;GG;lässt;Sozialstaatsprinzip;Zwar begründet das Grundrecht nach herrschender Meinung keine originären Leistungsansprüche: Art. 14 I 1 GG gewährt keinen Anspruch auf Gewährung von Eigentum oder einen Anspruch auf ein Erbe.6 Anerkannt ist jedoch, dass die Eigentumsgarantie jedenfalls staatliche Schutzpflichten auslöst und sich daraus auch Handlungsaufträge ableiten lassen: Art. 14 I 1 GG verpflichtet den Gesetzgeber zur Ausgestaltung eines einfachrechtlichen Eigentumsregimes und auch zu einem ausreichenden strafrechtlichen Eigentumsschutz.7 Weiterhin folgt aus Art. 14 I 1 GG eine Schutzpflicht in Hinblick auf die Eigentumsgefahren des Klimawandels, der Auswirkungen insbesondere auf landwirtschaftlich genutzte Flächen und Immobilien zeitigen wird.8 Diskutiert wird zudem, ob Art. 14 I 1 GG auch dazu verpflichtet, die vermögensrechtlichen Rechtspositionen der Bürger:innen zu bewahren und etwa vor Entwertung zu schützen.9 Womöglich lässt sich aus Art. 14 GG i.V.m. dem Sozialstaatsprinzip aus Art. 20 I GG auch eine Schutzpflicht des Gesetzgebers herleiten, auf eine „breite Eigentumsstreuung hinzuwirken und der auseinanderdriftenden Vermögensverteilung entgegenzuwirken“10 .;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1015867;1015877
Art. 20 I GG;GG;herleiten;Schutzpflicht;Zwar begründet das Grundrecht nach herrschender Meinung keine originären Leistungsansprüche: Art. 14 I 1 GG gewährt keinen Anspruch auf Gewährung von Eigentum oder einen Anspruch auf ein Erbe.6 Anerkannt ist jedoch, dass die Eigentumsgarantie jedenfalls staatliche Schutzpflichten auslöst und sich daraus auch Handlungsaufträge ableiten lassen: Art. 14 I 1 GG verpflichtet den Gesetzgeber zur Ausgestaltung eines einfachrechtlichen Eigentumsregimes und auch zu einem ausreichenden strafrechtlichen Eigentumsschutz.7 Weiterhin folgt aus Art. 14 I 1 GG eine Schutzpflicht in Hinblick auf die Eigentumsgefahren des Klimawandels, der Auswirkungen insbesondere auf landwirtschaftlich genutzte Flächen und Immobilien zeitigen wird.8 Diskutiert wird zudem, ob Art. 14 I 1 GG auch dazu verpflichtet, die vermögensrechtlichen Rechtspositionen der Bürger:innen zu bewahren und etwa vor Entwertung zu schützen.9 Womöglich lässt sich aus Art. 14 GG i.V.m. dem Sozialstaatsprinzip aus Art. 20 I GG auch eine Schutzpflicht des Gesetzgebers herleiten, auf eine „breite Eigentumsstreuung hinzuwirken und der auseinanderdriftenden Vermögensverteilung entgegenzuwirken“10 .;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1015913;1015925
§§ 242, 303 StGB;StGB;Siehe;Rn;"2021, § 38 Rn. 45. 7 Siehe §§ 242, 303 StGB; so Axer, in: Epping/Hillgruber, BeckOK GG, 50. Ed.";;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1016267;1016283
Art. 20 I GG;GG;kann;Papier/Shirvani;"2022, Art. 14 Rn. 36; ablehnend Wieland, VerfBlog, 24.8.2021. 10 Allein auf Art. 20 I GG abstellend Papier/Shirvani, in: Dürig/Herzog/Scholz, GG, 95. EL Juli 2021, Art. 14 Rn. 145; die Justiziabilität in Frage stellend Bryde/Wallrabenstein, in: v. Münch/Kunig, GG, 7. Auflage 2021, Art. 14 Rn. 73. Nikolas Eisentraut 402 Abschnitt 6 Einzelgrundrechte des Grundgesetzes Schließlich kann Art. 14 I 1 GG in seiner Dimension als Verfahrensgarantie entfaltet werden: Art. 14 I 1 GG gewährleistet, dass Zugriffen auf das Eigentum ein hinreichend offenes Verfahren vorgeschaltet ist, das die Abwägung privater und öffentlicher Belange sicherstellt.11 Auch drängt Art. 14 I 1 GG auf die Schaffung von effektiven Möglichkeiten, um Eigentümerinteressen in Verwaltungs- und Gerichtsverfahren vertreten, verfolgen und durchsetzen zu können.12 1 Weiterführendes Wissen Diskutiert wird zudem eine Deutung des Art. 14 II 1 GG als sogenannte Grundpflicht des:der Eigentümer:in.13 In Rede steht also eine Inpflichtnahme Privater als eigentlich Grundrechtsberechtigte.";;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1016678;1016690
Art. 14 I 1 GG;GG;kann;Dimension;"2022, Art. 14 Rn. 36; ablehnend Wieland, VerfBlog, 24.8.2021. 10 Allein auf Art. 20 I GG abstellend Papier/Shirvani, in: Dürig/Herzog/Scholz, GG, 95. EL Juli 2021, Art. 14 Rn. 145; die Justiziabilität in Frage stellend Bryde/Wallrabenstein, in: v. Münch/Kunig, GG, 7. Auflage 2021, Art. 14 Rn. 73. Nikolas Eisentraut 402 Abschnitt 6 Einzelgrundrechte des Grundgesetzes Schließlich kann Art. 14 I 1 GG in seiner Dimension als Verfahrensgarantie entfaltet werden: Art. 14 I 1 GG gewährleistet, dass Zugriffen auf das Eigentum ein hinreichend offenes Verfahren vorgeschaltet ist, das die Abwägung privater und öffentlicher Belange sicherstellt.11 Auch drängt Art. 14 I 1 GG auf die Schaffung von effektiven Möglichkeiten, um Eigentümerinteressen in Verwaltungs- und Gerichtsverfahren vertreten, verfolgen und durchsetzen zu können.12 1 Weiterführendes Wissen Diskutiert wird zudem eine Deutung des Art. 14 II 1 GG als sogenannte Grundpflicht des:der Eigentümer:in.13 In Rede steht also eine Inpflichtnahme Privater als eigentlich Grundrechtsberechtigte.";;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1016988;1017002
Art. 14 I 1 GG;GG;werden;Zugriffen;"2022, Art. 14 Rn. 36; ablehnend Wieland, VerfBlog, 24.8.2021. 10 Allein auf Art. 20 I GG abstellend Papier/Shirvani, in: Dürig/Herzog/Scholz, GG, 95. EL Juli 2021, Art. 14 Rn. 145; die Justiziabilität in Frage stellend Bryde/Wallrabenstein, in: v. Münch/Kunig, GG, 7. Auflage 2021, Art. 14 Rn. 73. Nikolas Eisentraut 402 Abschnitt 6 Einzelgrundrechte des Grundgesetzes Schließlich kann Art. 14 I 1 GG in seiner Dimension als Verfahrensgarantie entfaltet werden: Art. 14 I 1 GG gewährleistet, dass Zugriffen auf das Eigentum ein hinreichend offenes Verfahren vorgeschaltet ist, das die Abwägung privater und öffentlicher Belange sicherstellt.11 Auch drängt Art. 14 I 1 GG auf die Schaffung von effektiven Möglichkeiten, um Eigentümerinteressen in Verwaltungs- und Gerichtsverfahren vertreten, verfolgen und durchsetzen zu können.12 1 Weiterführendes Wissen Diskutiert wird zudem eine Deutung des Art. 14 II 1 GG als sogenannte Grundpflicht des:der Eigentümer:in.13 In Rede steht also eine Inpflichtnahme Privater als eigentlich Grundrechtsberechtigte.";;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1017064;1017078
Art. 14 I 1 GG;GG;drängt;Schaffung;"2022, Art. 14 Rn. 36; ablehnend Wieland, VerfBlog, 24.8.2021. 10 Allein auf Art. 20 I GG abstellend Papier/Shirvani, in: Dürig/Herzog/Scholz, GG, 95. EL Juli 2021, Art. 14 Rn. 145; die Justiziabilität in Frage stellend Bryde/Wallrabenstein, in: v. Münch/Kunig, GG, 7. Auflage 2021, Art. 14 Rn. 73. Nikolas Eisentraut 402 Abschnitt 6 Einzelgrundrechte des Grundgesetzes Schließlich kann Art. 14 I 1 GG in seiner Dimension als Verfahrensgarantie entfaltet werden: Art. 14 I 1 GG gewährleistet, dass Zugriffen auf das Eigentum ein hinreichend offenes Verfahren vorgeschaltet ist, das die Abwägung privater und öffentlicher Belange sicherstellt.11 Auch drängt Art. 14 I 1 GG auf die Schaffung von effektiven Möglichkeiten, um Eigentümerinteressen in Verwaltungs- und Gerichtsverfahren vertreten, verfolgen und durchsetzen zu können.12 1 Weiterführendes Wissen Diskutiert wird zudem eine Deutung des Art. 14 II 1 GG als sogenannte Grundpflicht des:der Eigentümer:in.13 In Rede steht also eine Inpflichtnahme Privater als eigentlich Grundrechtsberechtigte.";;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1017258;1017272
Art. 14 II 1 GG;GG;wird;Deutung;"2022, Art. 14 Rn. 36; ablehnend Wieland, VerfBlog, 24.8.2021. 10 Allein auf Art. 20 I GG abstellend Papier/Shirvani, in: Dürig/Herzog/Scholz, GG, 95. EL Juli 2021, Art. 14 Rn. 145; die Justiziabilität in Frage stellend Bryde/Wallrabenstein, in: v. Münch/Kunig, GG, 7. Auflage 2021, Art. 14 Rn. 73. Nikolas Eisentraut 402 Abschnitt 6 Einzelgrundrechte des Grundgesetzes Schließlich kann Art. 14 I 1 GG in seiner Dimension als Verfahrensgarantie entfaltet werden: Art. 14 I 1 GG gewährleistet, dass Zugriffen auf das Eigentum ein hinreichend offenes Verfahren vorgeschaltet ist, das die Abwägung privater und öffentlicher Belange sicherstellt.11 Auch drängt Art. 14 I 1 GG auf die Schaffung von effektiven Möglichkeiten, um Eigentümerinteressen in Verwaltungs- und Gerichtsverfahren vertreten, verfolgen und durchsetzen zu können.12 1 Weiterführendes Wissen Diskutiert wird zudem eine Deutung des Art. 14 II 1 GG als sogenannte Grundpflicht des:der Eigentümer:in.13 In Rede steht also eine Inpflichtnahme Privater als eigentlich Grundrechtsberechtigte.";;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1017497;1017512
